PaymentID,OrderID,PaymentDate,Amount,PaymentMethod,TransactionStatus,TransactionReference
6111,6111,2026-03-31 15:06:00,1634.96,Debit Card,Success,TXN-ZUD-006111-006111
6112,6112,2025-12-15 14:28:00,8685.7,UPI,Success,TXN-ZUD-006112-006112
6113,6113,2026-04-07 17:41:00,2144.1,Credit Card,Success,TXN-ZUD-006113-006113
6114,6114,2024-08-09 12:09:00,1778.91,Cash,Success,TXN-ZUD-006114-006114
6115,6115,2025-07-20 12:00:00,3105.16,UPI,Success,TXN-ZUD-006115-006115
6116,6116,2025-07-21 10:06:00,3371.97,Debit Card,Success,TXN-ZUD-006116-006116
6117,6117,2024-10-23 14:22:00,804.62,UPI,Success,TXN-ZUD-006117-006117
6118,6118,2025-12-29 13:00:00,7231.35,UPI,Failed,TXN-ZUD-006118-006118
6119,6119,2025-10-05 12:04:00,3355.8,UPI,Success,TXN-ZUD-006119-006119
6120,6120,2025-02-26 12:03:00,3962.8,Credit Card,Success,TXN-ZUD-006120-006120
6121,6121,2026-05-19 12:28:00,5713.26,UPI,Failed,TXN-ZUD-006121-006121
6122,6122,2024-10-17 20:50:00,4178.06,UPI,Failed,TXN-ZUD-006122-006122
6123,6123,2024-05-04 15:16:00,1716.01,Credit Card,Success,TXN-ZUD-006123-006123
6124,6124,2025-04-10 15:57:00,4490.85,UPI,Success,TXN-ZUD-006124-006124
6125,6125,2024-12-06 12:00:00,4558.05,UPI,Success,TXN-ZUD-006125-006125
6126,6126,2025-11-06 12:25:00,2409.75,UPI,Failed,TXN-ZUD-006126-006126
6127,6127,2024-03-19 15:38:00,4536.63,UPI,Success,TXN-ZUD-006127-006127
6128,6128,2024-08-02 14:26:00,6289.5,UPI,Success,TXN-ZUD-006128-006128
6129,6129,2025-03-21 22:56:00,1570.8,UPI,Success,TXN-ZUD-006129-006129
6130,6130,2026-05-20 22:42:00,3351.6,Debit Card,Success,TXN-ZUD-006130-006130
6131,6131,2025-09-17 12:13:00,2198.7,UPI,Success,TXN-ZUD-006131-006131
6132,6132,2025-07-20 15:16:00,9957.78,Credit Card,Success,TXN-ZUD-006132-006132
6133,6133,2025-12-24 13:00:00,6289.92,Credit Card,Success,TXN-ZUD-006133-006133
6134,6134,2024-03-29 22:43:00,607.0,UPI,Success,TXN-ZUD-006134-006134
6135,6135,2024-06-12 13:33:00,3940.97,Cash,Success,TXN-ZUD-006135-006135
6136,6136,2024-04-27 10:17:00,4157.27,UPI,Success,TXN-ZUD-006136-006136
6137,6137,2025-03-27 16:06:00,1287.41,UPI,Success,TXN-ZUD-006137-006137
6138,6138,2024-08-19 10:57:00,4841.86,UPI,Success,TXN-ZUD-006138-006138
6139,6139,2026-04-25 22:00:00,3016.97,Cash,Success,TXN-ZUD-006139-006139
6140,6140,2024-06-16 20:00:00,4638.17,Credit Card,Success,TXN-ZUD-006140-006140
6141,6141,2024-07-22 21:00:00,2692.3,Debit Card,Success,TXN-ZUD-006141-006141
6142,6142,2026-01-09 13:33:00,6115.41,Cash,Success,TXN-ZUD-006142-006142
6143,6143,2025-08-19 21:12:00,6214.32,Cash,Success,TXN-ZUD-006143-006143
6144,6144,2025-09-04 15:03:00,2949.77,UPI,Success,TXN-ZUD-006144-006144
6145,6145,2024-02-22 10:21:00,4218.16,Credit Card,Success,TXN-ZUD-006145-006145
6146,6146,2026-03-13 11:33:00,4735.71,UPI,Success,TXN-ZUD-006146-006146
6147,6147,2024-10-29 13:01:00,1360.8,Debit Card,Success,TXN-ZUD-006147-006147
6148,6148,2026-04-30 14:29:00,7988.82,Credit Card,Success,TXN-ZUD-006148-006148
6149,6149,2024-06-12 11:59:00,7967.72,Credit Card,Success,TXN-ZUD-006149-006149
6150,6150,2026-01-14 20:23:00,2081.1,UPI,Success,TXN-ZUD-006150-006150
6151,6151,2025-08-07 13:51:00,5095.75,Cash,Success,TXN-ZUD-006151-006151
6152,6152,2025-09-27 16:09:00,3719.1,Credit Card,Success,TXN-ZUD-006152-006152
6153,6153,2026-04-05 11:00:00,3662.51,Cash,Success,TXN-ZUD-006153-006153
6154,6154,2026-02-26 19:41:00,6626.76,UPI,Success,TXN-ZUD-006154-006154
6155,6155,2025-11-09 15:39:00,3856.86,Cash,Success,TXN-ZUD-006155-006155
6156,6156,2025-05-28 17:34:00,2407.65,UPI,Success,TXN-ZUD-006156-006156
6157,6157,2025-04-16 19:00:00,3351.6,UPI,Success,TXN-ZUD-006157-006157
6158,6158,2025-08-06 20:00:00,4718.7,UPI,Success,TXN-ZUD-006158-006158
6159,6159,2024-10-02 20:34:00,5787.7,UPI,Success,TXN-ZUD-006159-006159
6160,6160,2025-10-30 12:55:00,5497.8,Cash,Success,TXN-ZUD-006160-006160
6161,6161,2026-04-27 17:11:00,7190.51,Cash,Success,TXN-ZUD-006161-006161
6162,6162,2026-06-13 21:53:00,1936.2,UPI,Success,TXN-ZUD-006162-006162
6163,6163,2024-06-13 20:34:00,4192.65,Cash,Success,TXN-ZUD-006163-006163
6164,6164,2025-04-16 15:10:00,10313.1,UPI,Success,TXN-ZUD-006164-006164
6165,6165,2026-05-28 15:56:00,1987.65,Credit Card,Success,TXN-ZUD-006165-006165
6166,6166,2025-09-20 15:35:00,8616.4,Cash,Success,TXN-ZUD-006166-006166
6167,6167,2024-06-22 22:21:00,2276.5,Cash,Success,TXN-ZUD-006167-006167
6168,6168,2026-03-31 13:30:00,3448.52,Credit Card,Success,TXN-ZUD-006168-006168
6169,6169,2024-05-24 12:53:00,1612.07,Cash,Success,TXN-ZUD-006169-006169
6170,6170,2024-09-11 19:33:00,4690.66,UPI,Success,TXN-ZUD-006170-006170
6171,6171,2024-08-11 18:10:00,5108.56,UPI,Success,TXN-ZUD-006171-006171
6172,6172,2025-11-06 12:14:00,1151.85,Credit Card,Success,TXN-ZUD-006172-006172
6173,6173,2025-12-28 13:21:00,5882.2,UPI,Success,TXN-ZUD-006173-006173
6174,6174,2024-05-01 10:21:00,7517.16,Debit Card,Success,TXN-ZUD-006174-006174
6175,6175,2025-10-28 14:00:00,1620.26,UPI,Success,TXN-ZUD-006175-006175
6176,6176,2024-02-29 19:02:00,3612.0,Debit Card,Success,TXN-ZUD-006176-006176
6177,6177,2024-03-30 12:33:00,1466.85,UPI,Success,TXN-ZUD-006177-006177
6178,6178,2024-07-16 11:16:00,4503.87,Cash,Success,TXN-ZUD-006178-006178
6179,6179,2025-01-26 12:04:00,1881.6,UPI,Success,TXN-ZUD-006179-006179
6180,6180,2024-01-01 10:51:00,7262.95,UPI,Success,TXN-ZUD-006180-006180
6181,6181,2024-03-10 15:29:00,4923.45,UPI,Success,TXN-ZUD-006181-006181
6182,6182,2025-03-08 13:49:00,6351.56,Credit Card,Success,TXN-ZUD-006182-006182
6183,6183,2024-03-08 11:03:00,2830.8,UPI,Success,TXN-ZUD-006183-006183
6184,6184,2025-01-24 10:00:00,1309.35,Cash,Success,TXN-ZUD-006184-006184
6185,6185,2025-01-19 20:55:00,6853.88,Cash,Success,TXN-ZUD-006185-006185
6186,6186,2025-09-18 12:19:00,3632.47,UPI,Success,TXN-ZUD-006186-006186
6187,6187,2024-07-31 22:53:00,4477.31,UPI,Success,TXN-ZUD-006187-006187
6188,6188,2024-09-25 22:49:00,2146.41,UPI,Success,TXN-ZUD-006188-006188
6189,6189,2025-09-14 20:13:00,1652.28,Debit Card,Success,TXN-ZUD-006189-006189
6190,6190,2026-06-07 13:53:00,5320.66,UPI,Success,TXN-ZUD-006190-006190
6191,6191,2026-01-29 18:00:00,7757.72,UPI,Success,TXN-ZUD-006191-006191
6192,6192,2024-08-11 20:15:00,5878.22,UPI,Success,TXN-ZUD-006192-006192
6193,6193,2024-09-25 16:23:00,5871.6,Credit Card,Success,TXN-ZUD-006193-006193
6194,6194,2026-03-08 18:35:00,2722.65,Debit Card,Success,TXN-ZUD-006194-006194
6195,6195,2026-03-10 11:52:00,2452.07,UPI,Success,TXN-ZUD-006195-006195
6196,6196,2025-02-20 13:28:00,8805.3,Debit Card,Success,TXN-ZUD-006196-006196
6197,6197,2024-06-25 13:59:00,7818.61,UPI,Failed,TXN-ZUD-006197-006197
6198,6198,2024-03-26 11:33:00,4163.56,UPI,Success,TXN-ZUD-006198-006198
6199,6199,2026-03-15 21:44:00,4087.86,UPI,Success,TXN-ZUD-006199-006199
6200,6200,2025-03-19 10:35:00,836.85,Debit Card,Success,TXN-ZUD-006200-006200
6201,6201,2025-12-05 20:14:00,3894.66,UPI,Failed,TXN-ZUD-006201-006201
6202,6202,2024-12-26 18:12:00,7871.43,Credit Card,Success,TXN-ZUD-006202-006202
6203,6203,2026-01-09 16:33:00,3634.15,Credit Card,Success,TXN-ZUD-006203-006203
6204,6204,2026-05-29 22:02:00,3287.87,Debit Card,Success,TXN-ZUD-006204-006204
6205,6205,2025-07-17 15:00:00,3144.75,Debit Card,Success,TXN-ZUD-006205-006205
6206,6206,2025-01-03 15:42:00,3298.05,Debit Card,Success,TXN-ZUD-006206-006206
6207,6207,2024-03-13 14:57:00,6260.2,UPI,Success,TXN-ZUD-006207-006207
6208,6208,2025-01-31 10:40:00,626.85,Cash,Success,TXN-ZUD-006208-006208
6209,6209,2024-11-05 19:44:00,7177.8,UPI,Success,TXN-ZUD-006209-006209
6210,6210,2025-08-07 17:25:00,1569.75,UPI,Success,TXN-ZUD-006210-006210
6211,6211,2024-04-24 20:13:00,5276.14,Credit Card,Success,TXN-ZUD-006211-006211
6212,6212,2025-10-12 12:48:00,751.9,UPI,Failed,TXN-ZUD-006212-006212
6213,6213,2024-08-22 16:11:00,1572.9,Cash,Success,TXN-ZUD-006213-006213
6214,6214,2026-02-08 16:21:00,8107.05,Credit Card,Failed,TXN-ZUD-006214-006214
6215,6215,2024-06-15 10:00:00,5083.05,UPI,Success,TXN-ZUD-006215-006215
6216,6216,2024-08-12 21:32:00,4168.71,UPI,Success,TXN-ZUD-006216-006216
6217,6217,2024-01-02 16:00:00,5190.15,Debit Card,Success,TXN-ZUD-006217-006217
6218,6218,2026-04-03 19:48:00,3736.95,Credit Card,Success,TXN-ZUD-006218-006218
6219,6219,2025-06-26 22:18:00,6648.7,Debit Card,Success,TXN-ZUD-006219-006219
6220,6220,2025-05-03 15:24:00,1936.52,Debit Card,Success,TXN-ZUD-006220-006220
6221,6221,2024-09-15 17:15:00,2515.8,Debit Card,Success,TXN-ZUD-006221-006221
6222,6222,2025-12-03 15:09:00,4717.65,UPI,Failed,TXN-ZUD-006222-006222
6223,6223,2025-07-08 10:53:00,1202.25,UPI,Success,TXN-ZUD-006223-006223
6224,6224,2024-10-12 16:35:00,7826.17,UPI,Success,TXN-ZUD-006224-006224
6225,6225,2024-05-22 22:20:00,2356.2,Debit Card,Success,TXN-ZUD-006225-006225
6226,6226,2024-04-12 11:49:00,2201.85,Credit Card,Success,TXN-ZUD-006226-006226
6227,6227,2026-01-23 21:23:00,4399.5,UPI,Success,TXN-ZUD-006227-006227
6228,6228,2024-07-14 18:05:00,1475.36,Debit Card,Success,TXN-ZUD-006228-006228
6229,6229,2025-03-23 17:27:00,3352.65,UPI,Success,TXN-ZUD-006229-006229
6230,6230,2026-06-23 20:25:00,1939.35,UPI,Failed,TXN-ZUD-006230-006230
6231,6231,2025-08-02 11:32:00,6773.76,UPI,Success,TXN-ZUD-006231-006231
6232,6232,2026-05-08 16:49:00,5634.61,UPI,Failed,TXN-ZUD-006232-006232
6233,6233,2024-12-12 15:42:00,4614.75,Credit Card,Success,TXN-ZUD-006233-006233
6234,6234,2025-09-04 21:33:00,1613.12,UPI,Failed,TXN-ZUD-006234-006234
6235,6235,2026-01-19 11:02:00,6956.56,Cash,Success,TXN-ZUD-006235-006235
6236,6236,2024-06-27 21:28:00,1885.8,UPI,Success,TXN-ZUD-006236-006236
6237,6237,2025-09-10 13:00:00,6125.7,Credit Card,Success,TXN-ZUD-006237-006237
6238,6238,2024-10-16 19:21:00,8866.31,Debit Card,Success,TXN-ZUD-006238-006238
6239,6239,2026-04-15 13:00:00,2051.91,UPI,Success,TXN-ZUD-006239-006239
6240,6240,2026-02-04 16:00:00,1204.56,Credit Card,Success,TXN-ZUD-006240-006240
6241,6241,2024-04-21 11:48:00,9309.61,UPI,Success,TXN-ZUD-006241-006241
6242,6242,2026-01-31 22:37:00,5754.32,Debit Card,Success,TXN-ZUD-006242-006242
6243,6243,2026-04-14 16:06:00,4337.66,UPI,Failed,TXN-ZUD-006243-006243
6244,6244,2024-08-26 10:44:00,2383.5,Debit Card,Success,TXN-ZUD-006244-006244
6245,6245,2025-09-16 22:57:00,992.25,UPI,Failed,TXN-ZUD-006245-006245
6246,6246,2025-09-06 12:44:00,4580.62,UPI,Success,TXN-ZUD-006246-006246
6247,6247,2025-10-09 16:52:00,4348.57,Credit Card,Failed,TXN-ZUD-006247-006247
6248,6248,2026-04-09 14:38:00,2483.36,Cash,Success,TXN-ZUD-006248-006248
6249,6249,2025-10-19 17:34:00,3949.36,Cash,Success,TXN-ZUD-006249-006249
6250,6250,2024-04-30 21:45:00,2410.8,Cash,Success,TXN-ZUD-006250-006250
6251,6251,2025-03-05 11:23:00,9802.49,Debit Card,Success,TXN-ZUD-006251-006251
6252,6252,2024-05-21 12:47:00,1676.85,UPI,Success,TXN-ZUD-006252-006252
6253,6253,2024-06-26 20:17:00,3633.74,Credit Card,Success,TXN-ZUD-006253-006253
6254,6254,2026-03-02 14:29:00,3563.7,UPI,Success,TXN-ZUD-006254-006254
6255,6255,2026-01-04 10:00:00,3521.81,UPI,Success,TXN-ZUD-006255-006255
6256,6256,2025-06-13 22:51:00,1728.3,UPI,Success,TXN-ZUD-006256-006256
6257,6257,2025-08-01 21:18:00,6307.56,Debit Card,Success,TXN-ZUD-006257-006257
6258,6258,2025-01-19 14:39:00,5872.97,Credit Card,Success,TXN-ZUD-006258-006258
6259,6259,2024-02-18 13:15:00,1780.8,Cash,Success,TXN-ZUD-006259-006259
6260,6260,2026-02-06 15:53:00,4292.61,UPI,Success,TXN-ZUD-006260-006260
6261,6261,2025-09-22 21:44:00,4086.6,UPI,Success,TXN-ZUD-006261-006261
6262,6262,2024-05-21 12:00:00,4001.66,UPI,Success,TXN-ZUD-006262-006262
6263,6263,2024-01-27 22:21:00,7357.77,UPI,Success,TXN-ZUD-006263-006263
6264,6264,2024-03-17 22:00:00,2373.11,UPI,Success,TXN-ZUD-006264-006264
6265,6265,2024-10-26 15:10:00,7821.45,UPI,Success,TXN-ZUD-006265-006265
6266,6266,2025-04-25 21:01:00,3665.55,Debit Card,Success,TXN-ZUD-006266-006266
6267,6267,2024-03-11 15:09:00,732.9,Cash,Success,TXN-ZUD-006267-006267
6268,6268,2024-11-07 11:40:00,8806.35,UPI,Success,TXN-ZUD-006268-006268
6269,6269,2026-03-01 16:52:00,3298.05,UPI,Success,TXN-ZUD-006269-006269
6270,6270,2025-04-13 17:10:00,2119.01,Debit Card,Success,TXN-ZUD-006270-006270
6271,6271,2025-11-07 18:00:00,7411.01,Credit Card,Failed,TXN-ZUD-006271-006271
6272,6272,2024-05-21 19:56:00,1150.8,Debit Card,Success,TXN-ZUD-006272-006272
6273,6273,2024-10-23 11:50:00,6603.45,UPI,Success,TXN-ZUD-006273-006273
6274,6274,2026-04-30 11:03:00,4226.57,UPI,Success,TXN-ZUD-006274-006274
6275,6275,2024-02-24 15:33:00,864.26,UPI,Success,TXN-ZUD-006275-006275
6276,6276,2025-01-10 15:00:00,7188.82,Cash,Success,TXN-ZUD-006276-006276
6277,6277,2026-04-25 15:12:00,6084.96,UPI,Success,TXN-ZUD-006277-006277
6278,6278,2024-01-29 18:46:00,2611.88,UPI,Success,TXN-ZUD-006278-006278
6279,6279,2026-01-23 10:07:00,5555.55,UPI,Success,TXN-ZUD-006279-006279
6280,6280,2025-07-09 22:23:00,2469.7,Cash,Success,TXN-ZUD-006280-006280
6281,6281,2025-08-19 14:23:00,10441.31,UPI,Success,TXN-ZUD-006281-006281
6282,6282,2025-01-13 22:58:00,5807.86,UPI,Success,TXN-ZUD-006282-006282
6283,6283,2026-02-18 11:25:00,4509.75,Cash,Success,TXN-ZUD-006283-006283
6284,6284,2025-03-20 22:32:00,1676.12,UPI,Failed,TXN-ZUD-006284-006284
6285,6285,2025-10-22 12:17:00,3244.5,Debit Card,Success,TXN-ZUD-006285-006285
6286,6286,2024-01-27 14:58:00,10672.41,UPI,Success,TXN-ZUD-006286-006286
6287,6287,2026-01-16 12:00:00,3499.86,UPI,Success,TXN-ZUD-006287-006287
6288,6288,2026-04-05 21:51:00,3669.75,UPI,Failed,TXN-ZUD-006288-006288
6289,6289,2025-03-19 12:08:00,6076.35,UPI,Failed,TXN-ZUD-006289-006289
6290,6290,2026-05-26 11:00:00,2199.75,Debit Card,Success,TXN-ZUD-006290-006290
6291,6291,2025-06-16 12:58:00,8645.7,Credit Card,Success,TXN-ZUD-006291-006291
6292,6292,2024-07-07 20:00:00,3213.42,Debit Card,Success,TXN-ZUD-006292-006292
6293,6293,2025-07-05 15:07:00,5479.32,UPI,Failed,TXN-ZUD-006293-006293
6294,6294,2025-06-25 15:39:00,5290.95,Cash,Failed,TXN-ZUD-006294-006294
6295,6295,2024-08-31 18:37:00,4370.2,Cash,Success,TXN-ZUD-006295-006295
6296,6296,2024-01-31 21:34:00,4508.7,UPI,Success,TXN-ZUD-006296-006296
6297,6297,2024-03-31 22:46:00,3450.72,Cash,Failed,TXN-ZUD-006297-006297
6298,6298,2024-08-06 10:53:00,7201.85,UPI,Success,TXN-ZUD-006298-006298
6299,6299,2025-07-03 20:24:00,2516.85,UPI,Success,TXN-ZUD-006299-006299
6300,6300,2025-05-06 22:00:00,3877.65,UPI,Success,TXN-ZUD-006300-006300
6301,6301,2024-08-04 17:19:00,3669.75,UPI,Failed,TXN-ZUD-006301-006301
6302,6302,2025-01-17 12:42:00,4194.75,Cash,Success,TXN-ZUD-006302-006302
6303,6303,2026-06-01 11:21:00,9518.88,Cash,Success,TXN-ZUD-006303-006303
6304,6304,2025-08-02 20:39:00,4065.92,UPI,Success,TXN-ZUD-006304-006304
6305,6305,2024-02-20 12:00:00,8282.72,UPI,Success,TXN-ZUD-006305-006305
6306,6306,2024-02-04 14:34:00,2356.2,Cash,Success,TXN-ZUD-006306-006306
6307,6307,2025-09-03 21:42:00,5814.9,Cash,Success,TXN-ZUD-006307-006307
6308,6308,2025-02-10 20:28:00,5165.68,UPI,Success,TXN-ZUD-006308-006308
6309,6309,2024-07-18 19:01:00,5285.7,UPI,Success,TXN-ZUD-006309-006309
6310,6310,2026-04-29 17:49:00,4592.8,UPI,Failed,TXN-ZUD-006310-006310
6311,6311,2025-06-09 12:40:00,5082.0,Cash,Success,TXN-ZUD-006311-006311
6312,6312,2024-07-28 19:34:00,3977.4,UPI,Success,TXN-ZUD-006312-006312
6313,6313,2025-10-23 19:36:00,7768.11,UPI,Success,TXN-ZUD-006313-006313
6314,6314,2024-04-18 16:12:00,5661.6,Cash,Success,TXN-ZUD-006314-006314
6315,6315,2024-05-07 11:00:00,6221.67,UPI,Success,TXN-ZUD-006315-006315
6316,6316,2025-04-27 14:14:00,940.8,UPI,Success,TXN-ZUD-006316-006316
6317,6317,2024-04-03 17:58:00,3756.48,UPI,Success,TXN-ZUD-006317-006317
6318,6318,2024-01-24 11:25:00,5237.4,Credit Card,Success,TXN-ZUD-006318-006318
6319,6319,2024-07-08 22:11:00,1672.76,Debit Card,Success,TXN-ZUD-006319-006319
6320,6320,2025-06-05 19:59:00,2644.95,UPI,Success,TXN-ZUD-006320-006320
6321,6321,2025-08-28 18:33:00,732.9,UPI,Failed,TXN-ZUD-006321-006321
6322,6322,2024-03-24 21:11:00,783.3,UPI,Success,TXN-ZUD-006322-006322
6323,6323,2024-06-02 12:35:00,4560.68,Credit Card,Success,TXN-ZUD-006323-006323
6324,6324,2025-04-24 22:54:00,4536.1,Cash,Success,TXN-ZUD-006324-006324
6325,6325,2024-08-09 16:26:00,3741.47,Cash,Success,TXN-ZUD-006325-006325
6326,6326,2026-03-29 15:33:00,1990.8,Debit Card,Success,TXN-ZUD-006326-006326
6327,6327,2024-05-27 22:11:00,1832.25,Credit Card,Failed,TXN-ZUD-006327-006327
6328,6328,2025-02-01 13:32:00,6119.4,Cash,Success,TXN-ZUD-006328-006328
6329,6329,2024-07-05 10:38:00,3120.91,Cash,Success,TXN-ZUD-006329-006329
6330,6330,2026-03-04 17:43:00,2064.61,UPI,Success,TXN-ZUD-006330-006330
6331,6331,2025-10-12 19:07:00,4718.7,Debit Card,Success,TXN-ZUD-006331-006331
6332,6332,2024-09-22 12:09:00,2072.7,UPI,Success,TXN-ZUD-006332-006332
6333,6333,2025-08-01 19:22:00,7915.21,Credit Card,Failed,TXN-ZUD-006333-006333
6334,6334,2025-01-11 22:38:00,8673.32,UPI,Success,TXN-ZUD-006334-006334
6335,6335,2024-05-24 13:53:00,3799.01,Cash,Success,TXN-ZUD-006335-006335
6336,6336,2025-12-23 18:08:00,4878.61,UPI,Failed,TXN-ZUD-006336-006336
6337,6337,2024-04-16 18:00:00,5359.83,Cash,Success,TXN-ZUD-006337-006337
6338,6338,2024-04-21 15:37:00,3769.92,UPI,Success,TXN-ZUD-006338-006338
6339,6339,2025-07-30 18:46:00,5762.71,UPI,Success,TXN-ZUD-006339-006339
6340,6340,2025-11-01 13:59:00,3144.75,Cash,Success,TXN-ZUD-006340-006340
6341,6341,2025-09-20 12:44:00,3122.91,UPI,Success,TXN-ZUD-006341-006341
6342,6342,2026-04-22 15:14:00,3670.8,UPI,Success,TXN-ZUD-006342-006342
6343,6343,2025-10-29 16:43:00,7347.16,UPI,Success,TXN-ZUD-006343-006343
6344,6344,2025-05-04 17:26:00,2564.31,Debit Card,Success,TXN-ZUD-006344-006344
6345,6345,2024-06-25 16:22:00,4000.71,Debit Card,Success,TXN-ZUD-006345-006345
6346,6346,2026-04-24 20:19:00,3145.8,UPI,Success,TXN-ZUD-006346-006346
6347,6347,2026-01-14 18:04:00,6374.76,Debit Card,Success,TXN-ZUD-006347-006347
6348,6348,2025-11-24 20:53:00,10022.46,UPI,Success,TXN-ZUD-006348-006348
6349,6349,2026-01-18 21:56:00,9771.83,UPI,Success,TXN-ZUD-006349-006349
6350,6350,2026-03-24 16:14:00,964.22,UPI,Success,TXN-ZUD-006350-006350
6351,6351,2024-11-14 17:46:00,7010.01,Credit Card,Failed,TXN-ZUD-006351-006351
6352,6352,2025-03-11 20:42:00,8721.51,Debit Card,Success,TXN-ZUD-006352-006352
6353,6353,2024-09-25 10:20:00,1454.36,Credit Card,Success,TXN-ZUD-006353-006353
6354,6354,2024-10-27 21:16:00,3323.57,Credit Card,Success,TXN-ZUD-006354-006354
6355,6355,2026-06-10 16:52:00,5182.8,Debit Card,Success,TXN-ZUD-006355-006355
6356,6356,2025-01-19 19:37:00,4822.65,Credit Card,Success,TXN-ZUD-006356-006356
6357,6357,2026-02-28 21:56:00,1571.85,UPI,Success,TXN-ZUD-006357-006357
6358,6358,2024-05-13 17:55:00,2469.6,UPI,Success,TXN-ZUD-006358-006358
6359,6359,2024-11-09 18:36:00,7912.8,UPI,Success,TXN-ZUD-006359-006359
6360,6360,2026-02-17 10:47:00,5915.7,Cash,Failed,TXN-ZUD-006360-006360
6361,6361,2024-01-23 17:53:00,2147.36,Credit Card,Success,TXN-ZUD-006361-006361
6362,6362,2024-04-21 14:59:00,6140.4,Credit Card,Success,TXN-ZUD-006362-006362
6363,6363,2024-01-10 13:30:00,995.4,UPI,Success,TXN-ZUD-006363-006363
6364,6364,2024-11-20 15:09:00,3902.43,UPI,Success,TXN-ZUD-006364-006364
6365,6365,2026-03-12 14:25:00,5450.55,Credit Card,Success,TXN-ZUD-006365-006365
6366,6366,2026-05-26 13:00:00,6821.11,UPI,Success,TXN-ZUD-006366-006366
6367,6367,2025-05-06 22:00:00,5416.01,UPI,Failed,TXN-ZUD-006367-006367
6368,6368,2025-09-30 12:08:00,4122.3,UPI,Success,TXN-ZUD-006368-006368
6369,6369,2026-05-31 22:09:00,3353.7,UPI,Success,TXN-ZUD-006369-006369
6370,6370,2025-01-10 10:31:00,2833.21,UPI,Success,TXN-ZUD-006370-006370
6371,6371,2024-07-01 16:37:00,4191.6,UPI,Success,TXN-ZUD-006371-006371
6372,6372,2025-10-01 16:39:00,3999.66,UPI,Success,TXN-ZUD-006372-006372
6373,6373,2024-12-19 13:54:00,6465.48,UPI,Success,TXN-ZUD-006373-006373
6374,6374,2024-09-30 20:34:00,3822.0,Cash,Success,TXN-ZUD-006374-006374
6375,6375,2025-04-13 19:21:00,3298.47,Credit Card,Success,TXN-ZUD-006375-006375
6376,6376,2024-04-07 12:38:00,5811.75,Cash,Success,TXN-ZUD-006376-006376
6377,6377,2024-03-26 20:04:00,4403.7,Debit Card,Success,TXN-ZUD-006377-006377
6378,6378,2025-06-14 21:05:00,3514.66,Debit Card,Success,TXN-ZUD-006378-006378
6379,6379,2026-03-10 22:51:00,2200.8,Cash,Success,TXN-ZUD-006379-006379
6380,6380,2026-01-04 22:03:00,9299.43,UPI,Success,TXN-ZUD-006380-006380
6381,6381,2024-11-19 19:12:00,4662.0,Cash,Success,TXN-ZUD-006381-006381
6382,6382,2024-03-26 19:19:00,2112.7,UPI,Success,TXN-ZUD-006382-006382
6383,6383,2024-02-14 20:31:00,3914.4,Cash,Failed,TXN-ZUD-006383-006383
6384,6384,2026-02-20 17:19:00,3632.26,Credit Card,Failed,TXN-ZUD-006384-006384
6385,6385,2024-05-12 19:18:00,6244.35,UPI,Success,TXN-ZUD-006385-006385
6386,6386,2025-09-05 16:36:00,4527.18,Debit Card,Success,TXN-ZUD-006386-006386
6387,6387,2024-02-26 21:59:00,1485.86,Credit Card,Success,TXN-ZUD-006387-006387
6388,6388,2025-09-06 10:00:00,6495.3,UPI,Success,TXN-ZUD-006388-006388
6389,6389,2024-07-25 21:53:00,3979.5,Debit Card,Success,TXN-ZUD-006389-006389
6390,6390,2024-08-28 19:42:00,6764.73,UPI,Failed,TXN-ZUD-006390-006390
6391,6391,2025-08-06 22:00:00,5040.63,UPI,Success,TXN-ZUD-006391-006391
6392,6392,2024-11-16 21:53:00,7272.51,UPI,Failed,TXN-ZUD-006392-006392
6393,6393,2026-03-30 10:37:00,6182.4,Debit Card,Success,TXN-ZUD-006393-006393
6394,6394,2026-01-17 19:04:00,6126.01,Cash,Success,TXN-ZUD-006394-006394
6395,6395,2024-11-18 21:02:00,8490.51,Debit Card,Failed,TXN-ZUD-006395-006395
6396,6396,2024-05-12 22:21:00,5374.42,Debit Card,Success,TXN-ZUD-006396-006396
6397,6397,2025-05-20 22:23:00,2386.65,Debit Card,Failed,TXN-ZUD-006397-006397
6398,6398,2024-04-22 11:52:00,7524.61,UPI,Success,TXN-ZUD-006398-006398
6399,6399,2026-03-16 17:06:00,1105.65,Cash,Success,TXN-ZUD-006399-006399
6400,6400,2026-03-22 22:05:00,8815.27,UPI,Success,TXN-ZUD-006400-006400
6401,6401,2025-10-02 21:01:00,6419.81,Credit Card,Success,TXN-ZUD-006401-006401
6402,6402,2024-03-30 15:29:00,6458.55,UPI,Success,TXN-ZUD-006402-006402
6403,6403,2025-06-13 19:58:00,4371.36,Cash,Success,TXN-ZUD-006403-006403
6404,6404,2024-02-28 18:00:00,4390.26,Credit Card,Success,TXN-ZUD-006404-006404
6405,6405,2025-05-02 12:15:00,5556.6,UPI,Success,TXN-ZUD-006405-006405
6406,6406,2025-06-12 14:28:00,1336.65,UPI,Success,TXN-ZUD-006406-006406
6407,6407,2025-10-18 19:24:00,2747.01,UPI,Failed,TXN-ZUD-006407-006407
6408,6408,2025-11-13 17:31:00,9280.22,Credit Card,Failed,TXN-ZUD-006408-006408
