OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,CostPrice,Discount,Tax,LineTotal,LineProfit
12962,2869,1485,3,399.0,203.53,10.0,5.0,1131.16,466.71
12963,2869,1933,3,399.0,202.99,0.0,5.0,1256.85,588.03
12964,2869,1962,3,999.0,485.3,0.0,5.0,3146.85,1541.1
12965,2870,59,2,699.0,322.34,10.0,5.0,1321.11,613.52
12966,2870,1814,3,249.0,134.16,0.0,5.0,784.35,344.52
12967,2870,16,3,799.0,349.54,10.0,5.0,2265.16,1108.68
12968,2870,630,3,899.0,431.83,0.0,5.0,2831.85,1401.51
12969,2870,1803,3,199.0,89.19,0.0,5.0,626.85,329.43
12970,2871,1508,2,399.0,185.68,0.0,5.0,837.9,426.64
12971,2871,1943,2,399.0,168.24,0.0,5.0,837.9,461.52
12972,2871,935,2,299.0,155.17,0.0,5.0,627.9,287.66
12973,2871,1772,3,149.0,74.45,0.0,5.0,469.35,223.65
12974,2871,819,2,499.0,268.68,0.0,5.0,1047.9,460.64
12975,2871,1194,3,899.0,361.11,0.0,5.0,2831.85,1613.67
12976,2871,433,2,399.0,197.35,0.0,5.0,837.9,403.3
12977,2872,94,1,499.0,217.07,0.0,5.0,523.95,281.93
12978,2872,1500,2,599.0,314.55,0.0,5.0,1257.9,568.9
12979,2872,1061,2,799.0,410.92,10.0,5.0,1510.11,616.36
12980,2873,489,1,599.0,290.05,0.0,5.0,628.95,308.95
12981,2873,329,3,149.0,65.59,0.0,5.0,469.35,250.23
12982,2873,1243,2,299.0,140.09,0.0,5.0,627.9,317.82
12983,2873,1444,2,249.0,106.8,0.0,5.0,522.9,284.4
12984,2874,1783,1,149.0,78.98,0.0,5.0,156.45,70.02
12985,2874,797,2,699.0,296.27,0.0,5.0,1467.9,805.46
12986,2875,89,1,499.0,205.98,0.0,5.0,523.95,293.02
12987,2875,37,2,399.0,175.57,0.0,5.0,837.9,446.86
12988,2875,1509,3,299.0,138.27,10.0,5.0,847.67,392.49
12989,2875,1725,3,79.0,35.47,0.0,5.0,248.85,130.59
12990,2875,1286,1,999.0,482.33,0.0,5.0,1048.95,516.67
12991,2875,243,3,299.0,123.94,0.0,5.0,941.85,525.18
12992,2875,1153,2,599.0,268.17,0.0,5.0,1257.9,661.66
12993,2876,1044,3,299.0,140.86,0.0,5.0,941.85,474.42
12994,2876,1153,3,599.0,268.17,0.0,5.0,1886.85,992.49
12995,2877,115,2,799.0,429.07,10.0,5.0,1510.11,580.06
12996,2877,1494,2,899.0,464.04,0.0,5.0,1887.9,869.92
12997,2877,580,2,799.0,358.95,10.0,5.0,1510.11,720.3
12998,2877,337,2,599.0,315.22,10.0,5.0,1132.11,447.76
12999,2878,496,2,899.0,462.48,0.0,5.0,1887.9,873.04
13000,2878,1480,3,699.0,324.77,0.0,5.0,2201.85,1122.69
13001,2878,1057,2,999.0,433.57,0.0,5.0,2097.9,1130.86
13002,2878,1456,3,299.0,132.32,0.0,5.0,941.85,500.04
13003,2879,253,1,249.0,132.96,0.0,5.0,261.45,116.04
13004,2879,76,3,149.0,66.8,0.0,5.0,469.35,246.6
13005,2879,1742,2,699.0,316.51,0.0,5.0,1467.9,764.98
13006,2879,1705,3,199.0,93.85,0.0,5.0,626.85,315.45
13007,2879,1612,2,599.0,257.85,0.0,5.0,1257.9,682.3
13008,2880,1600,1,99.0,45.57,0.0,5.0,103.95,53.43
13009,2880,1153,2,599.0,268.17,0.0,5.0,1257.9,661.66
13010,2880,1267,1,799.0,353.52,0.0,5.0,838.95,445.48
13011,2880,1884,3,299.0,157.18,0.0,5.0,941.85,425.46
13012,2880,789,1,699.0,345.6,0.0,5.0,733.95,353.4
13013,2880,1888,1,899.0,455.12,0.0,5.0,943.95,443.88
13014,2881,1729,3,999.0,470.47,0.0,5.0,3146.85,1585.59
13015,2881,1357,3,299.0,161.7,0.0,5.0,941.85,411.9
13016,2881,538,2,249.0,109.1,0.0,5.0,522.9,279.8
13017,2881,894,3,699.0,381.26,0.0,5.0,2201.85,953.22
13018,2881,1829,1,399.0,177.92,0.0,5.0,418.95,221.08
13019,2881,1753,2,249.0,129.62,0.0,5.0,522.9,238.76
13020,2882,1004,1,799.0,365.39,0.0,5.0,838.95,433.61
13021,2882,1806,2,199.0,109.32,0.0,5.0,417.9,179.36
13022,2883,678,2,399.0,217.85,0.0,5.0,837.9,362.3
13023,2883,502,1,299.0,131.87,0.0,5.0,313.95,167.13
13024,2883,553,3,599.0,326.38,0.0,5.0,1886.85,817.86
13025,2883,1846,1,299.0,158.77,0.0,5.0,313.95,140.23
13026,2883,1110,1,249.0,130.62,10.0,5.0,235.31,93.48
13027,2883,721,3,199.0,89.51,0.0,5.0,626.85,328.47
13028,2884,1175,1,299.0,143.57,10.0,5.0,282.56,125.53
13029,2884,1137,2,399.0,213.73,0.0,5.0,837.9,370.54
13030,2884,408,3,99.0,53.43,0.0,5.0,311.85,136.71
13031,2884,352,3,799.0,403.11,0.0,5.0,2516.85,1187.67
13032,2884,984,1,899.0,449.17,0.0,5.0,943.95,449.83
13033,2884,1810,2,299.0,134.42,0.0,5.0,627.9,329.16
13034,2884,780,2,899.0,401.45,10.0,5.0,1699.11,815.3
13035,2885,1151,3,799.0,348.38,0.0,5.0,2516.85,1351.86
13036,2885,1228,1,249.0,128.4,0.0,5.0,261.45,120.6
13037,2885,78,3,799.0,345.02,0.0,5.0,2516.85,1361.94
13038,2885,1558,2,999.0,406.46,0.0,5.0,2097.9,1185.08
13039,2885,744,1,699.0,343.72,0.0,5.0,733.95,355.28
13040,2885,1288,1,499.0,250.24,0.0,5.0,523.95,248.76
13041,2885,1013,2,799.0,424.07,0.0,5.0,1677.9,749.86
13042,2886,1249,2,299.0,141.93,10.0,5.0,565.11,254.34
13043,2886,1221,2,299.0,140.65,0.0,5.0,627.9,316.7
13044,2886,61,2,499.0,256.0,10.0,5.0,943.11,386.2
13045,2886,614,1,249.0,117.67,10.0,5.0,235.31,106.43
13046,2887,644,1,699.0,331.98,10.0,5.0,660.56,297.12
13047,2887,1026,3,399.0,173.97,0.0,5.0,1256.85,675.09
13048,2887,1971,2,249.0,129.6,0.0,5.0,522.9,238.8
13049,2887,190,2,699.0,332.92,0.0,5.0,1467.9,732.16
13050,2887,339,1,399.0,188.27,0.0,5.0,418.95,210.73
13051,2887,158,2,899.0,435.34,0.0,5.0,1887.9,927.32
13052,2887,397,1,79.0,31.76,0.0,5.0,82.95,47.24
13053,2888,664,1,149.0,72.94,10.0,5.0,140.81,61.16
13054,2888,1684,3,699.0,367.27,0.0,5.0,2201.85,995.19
13055,2888,1226,2,399.0,188.19,0.0,5.0,837.9,421.62
13056,2888,67,3,249.0,128.78,0.0,5.0,784.35,360.66
13057,2888,547,2,599.0,303.43,0.0,5.0,1257.9,591.14
13058,2889,46,1,699.0,350.62,0.0,5.0,733.95,348.38
13059,2889,445,2,299.0,163.05,0.0,5.0,627.9,271.9
13060,2889,1782,2,299.0,147.91,10.0,5.0,565.11,242.38
13061,2890,1094,1,499.0,241.47,0.0,5.0,523.95,257.53
13062,2890,1856,3,399.0,213.02,0.0,5.0,1256.85,557.94
13063,2890,1451,3,299.0,138.85,0.0,5.0,941.85,480.45
13064,2891,1014,3,899.0,462.3,0.0,5.0,2831.85,1310.1
13065,2891,930,2,299.0,153.52,0.0,5.0,627.9,290.96
13066,2892,1179,2,149.0,62.49,0.0,5.0,312.9,173.02
13067,2892,1352,3,199.0,85.12,0.0,5.0,626.85,341.64
13068,2892,1159,2,149.0,69.1,0.0,5.0,312.9,159.8
13069,2892,658,1,299.0,135.6,0.0,5.0,313.95,163.4
13070,2892,1499,3,599.0,324.53,0.0,5.0,1886.85,823.41
13071,2892,248,3,599.0,308.23,0.0,5.0,1886.85,872.31
13072,2893,1770,2,249.0,122.33,0.0,5.0,522.9,253.34
13073,2893,798,3,299.0,154.78,0.0,5.0,941.85,432.66
13074,2893,1896,3,699.0,356.18,10.0,5.0,1981.66,818.76
13075,2893,239,1,199.0,103.62,0.0,5.0,208.95,95.38
13076,2894,1061,1,799.0,410.92,10.0,5.0,755.06,308.18
13077,2894,1151,2,799.0,348.38,0.0,5.0,1677.9,901.24
13078,2895,751,3,599.0,301.75,0.0,5.0,1886.85,891.75
13079,2895,1672,3,799.0,362.86,0.0,5.0,2516.85,1308.42
13080,2895,1203,1,599.0,266.69,0.0,5.0,628.95,332.31
13081,2896,1678,3,249.0,101.69,0.0,5.0,784.35,441.93
13082,2896,1264,3,599.0,305.43,10.0,5.0,1698.16,701.01
13083,2897,230,2,249.0,113.38,0.0,5.0,522.9,271.24
13084,2897,497,3,249.0,107.94,0.0,5.0,784.35,423.18
13085,2897,1393,1,799.0,329.04,0.0,5.0,838.95,469.96
13086,2897,845,1,999.0,479.82,0.0,5.0,1048.95,519.18
13087,2897,1253,3,799.0,330.44,0.0,5.0,2516.85,1405.68
13088,2898,1350,3,499.0,214.86,0.0,5.0,1571.85,852.42
13089,2898,233,1,699.0,332.33,0.0,5.0,733.95,366.67
13090,2898,1750,3,899.0,482.75,10.0,5.0,2548.66,979.05
13091,2898,373,3,499.0,244.27,0.0,5.0,1571.85,764.19
13092,2898,1351,1,799.0,406.65,0.0,5.0,838.95,392.35
13093,2899,243,1,299.0,123.94,0.0,5.0,313.95,175.06
13094,2899,107,1,249.0,129.45,0.0,5.0,261.45,119.55
13095,2899,1936,1,79.0,41.59,0.0,5.0,82.95,37.41
13096,2900,1095,1,799.0,379.84,0.0,5.0,838.95,419.16
13097,2900,1178,2,799.0,326.49,0.0,5.0,1677.9,945.02
13098,2901,241,2,599.0,304.14,0.0,5.0,1257.9,589.72
13099,2901,131,1,249.0,126.95,0.0,5.0,261.45,122.05
13100,2902,153,2,399.0,202.22,10.0,5.0,754.11,313.76
13101,2902,138,3,799.0,428.59,0.0,5.0,2516.85,1111.23
13102,2902,621,1,249.0,118.67,0.0,5.0,261.45,130.33
13103,2903,297,3,499.0,238.62,0.0,5.0,1571.85,781.14
13104,2903,738,1,999.0,439.59,0.0,5.0,1048.95,559.41
13105,2903,346,3,249.0,103.68,0.0,5.0,784.35,435.96
13106,2903,1508,2,399.0,185.68,0.0,5.0,837.9,426.64
13107,2903,1683,3,299.0,148.09,10.0,5.0,847.67,363.03
13108,2904,1514,2,699.0,371.64,10.0,5.0,1321.11,514.92
13109,2904,1282,1,399.0,177.47,0.0,5.0,418.95,221.53
13110,2904,612,2,999.0,437.61,0.0,5.0,2097.9,1122.78
13111,2905,829,3,249.0,125.11,0.0,5.0,784.35,371.67
13112,2905,1105,2,299.0,133.26,10.0,5.0,565.11,271.68
13113,2905,1891,1,149.0,70.25,0.0,5.0,156.45,78.75
13114,2905,970,1,499.0,274.17,0.0,5.0,523.95,224.83
13115,2905,305,3,399.0,201.23,0.0,5.0,1256.85,593.31
13116,2905,739,1,249.0,125.3,0.0,5.0,261.45,123.7
13117,2906,1768,3,199.0,105.43,10.0,5.0,564.17,221.01
13118,2906,650,3,299.0,158.54,0.0,5.0,941.85,421.38
13119,2906,642,3,399.0,193.8,10.0,5.0,1131.16,495.9
13120,2906,60,2,999.0,541.37,0.0,5.0,2097.9,915.26
13121,2906,831,1,399.0,203.55,0.0,5.0,418.95,195.45
13122,2906,1633,3,899.0,381.37,0.0,5.0,2831.85,1552.89
13123,2906,1292,1,249.0,128.66,10.0,5.0,235.31,95.44
13124,2907,1205,3,399.0,179.47,0.0,5.0,1256.85,658.59
13125,2907,1601,2,399.0,196.03,0.0,5.0,837.9,405.94
13126,2907,868,2,299.0,126.69,0.0,5.0,627.9,344.62
13127,2907,400,1,249.0,111.8,0.0,5.0,261.45,137.2
13128,2908,541,3,699.0,367.55,0.0,5.0,2201.85,994.35
13129,2908,1477,2,599.0,254.35,0.0,5.0,1257.9,689.3
13130,2908,1188,2,299.0,153.48,0.0,5.0,627.9,291.04
13131,2908,547,1,599.0,303.43,0.0,5.0,628.95,295.57
13132,2909,723,1,499.0,212.35,0.0,5.0,523.95,286.65
13133,2909,144,3,299.0,148.28,0.0,5.0,941.85,452.16
13134,2909,688,1,399.0,178.79,10.0,5.0,377.06,180.31
13135,2909,1223,2,799.0,437.95,0.0,5.0,1677.9,722.1
13136,2909,1735,3,599.0,313.51,10.0,5.0,1698.16,676.77
13137,2909,190,1,699.0,332.92,0.0,5.0,733.95,366.08
13138,2910,137,1,199.0,98.09,0.0,5.0,208.95,100.91
13139,2910,544,3,899.0,377.59,0.0,5.0,2831.85,1564.23
13140,2911,1580,1,199.0,98.42,0.0,5.0,208.95,100.58
13141,2911,1224,3,299.0,128.31,0.0,5.0,941.85,512.07
13142,2912,23,1,399.0,194.25,0.0,5.0,418.95,204.75
13143,2912,375,3,299.0,151.06,10.0,5.0,847.67,354.12
13144,2912,1972,3,399.0,171.15,0.0,5.0,1256.85,683.55
13145,2912,541,1,699.0,367.55,0.0,5.0,733.95,331.45
13146,2912,1703,3,299.0,127.02,10.0,5.0,847.67,426.24
13147,2912,1238,3,249.0,112.38,0.0,5.0,784.35,409.86
13148,2912,514,3,149.0,78.18,10.0,5.0,422.42,167.76
13149,2913,391,2,99.0,50.77,0.0,5.0,207.9,96.46
13150,2913,331,1,79.0,33.17,0.0,5.0,82.95,45.83
13151,2914,133,3,899.0,381.79,0.0,5.0,2831.85,1551.63
13152,2914,1781,3,299.0,147.16,0.0,5.0,941.85,455.52
13153,2914,1213,3,599.0,296.19,10.0,5.0,1698.16,728.73
13154,2914,1358,2,249.0,107.16,0.0,5.0,522.9,283.68
13155,2915,136,3,499.0,243.35,0.0,5.0,1571.85,766.95
13156,2915,537,3,699.0,334.33,0.0,5.0,2201.85,1094.01
13157,2915,772,3,599.0,322.47,10.0,5.0,1698.16,649.89
13158,2915,156,1,499.0,227.62,0.0,5.0,523.95,271.38
13159,2915,1102,1,999.0,487.42,0.0,5.0,1048.95,511.58
13160,2916,52,1,399.0,198.87,10.0,5.0,377.06,160.23
13161,2916,356,2,199.0,100.64,10.0,5.0,376.11,156.92
13162,2916,1815,1,499.0,213.19,0.0,5.0,523.95,285.81
13163,2916,1326,1,299.0,158.37,0.0,5.0,313.95,140.63
13164,2916,1725,3,79.0,35.47,0.0,5.0,248.85,130.59
13165,2916,1542,3,899.0,426.51,0.0,5.0,2831.85,1417.47
13166,2916,410,3,899.0,450.4,10.0,5.0,2548.66,1076.1
13167,2917,1175,2,299.0,143.57,0.0,5.0,627.9,310.86
13168,2917,684,3,499.0,266.86,0.0,5.0,1571.85,696.42
13169,2917,1548,2,199.0,80.56,0.0,5.0,417.9,236.88
13170,2917,495,3,899.0,448.28,10.0,5.0,2548.66,1082.46
13171,2917,1829,1,399.0,177.92,0.0,5.0,418.95,221.08
13172,2918,1910,3,199.0,108.27,0.0,5.0,626.85,272.19
13173,2918,1530,3,99.0,49.34,0.0,5.0,311.85,148.98
13174,2919,176,2,149.0,71.01,0.0,5.0,312.9,155.98
13175,2919,350,3,199.0,82.72,0.0,5.0,626.85,348.84
13176,2919,1611,3,299.0,120.83,0.0,5.0,941.85,534.51
13177,2919,1124,2,149.0,80.56,0.0,5.0,312.9,136.88
13178,2920,1316,1,299.0,128.1,0.0,5.0,313.95,170.9
13179,2920,1754,3,199.0,101.95,0.0,5.0,626.85,291.15
13180,2920,1682,3,79.0,33.65,0.0,5.0,248.85,136.05
13181,2921,57,2,149.0,69.43,0.0,5.0,312.9,159.14
13182,2921,349,3,249.0,107.86,0.0,5.0,784.35,423.42
13183,2921,135,3,599.0,247.71,0.0,5.0,1886.85,1053.87
13184,2922,1511,2,249.0,134.52,10.0,5.0,470.61,179.16
13185,2922,1110,1,249.0,130.62,0.0,5.0,261.45,118.38
13186,2922,115,1,799.0,429.07,0.0,5.0,838.95,369.93
13187,2923,855,2,999.0,425.18,0.0,5.0,2097.9,1147.64
13188,2923,939,1,999.0,513.97,0.0,5.0,1048.95,485.03
13189,2923,785,2,499.0,208.17,0.0,5.0,1047.9,581.66
13190,2923,905,3,199.0,106.34,0.0,5.0,626.85,277.98
13191,2924,1105,1,299.0,133.26,0.0,5.0,313.95,165.74
13192,2924,1632,3,899.0,386.36,0.0,5.0,2831.85,1537.92
13193,2924,384,2,299.0,137.38,0.0,5.0,627.9,323.24
13194,2924,119,3,249.0,123.01,0.0,5.0,784.35,377.97
13195,2924,438,2,299.0,127.5,0.0,5.0,627.9,343.0
13196,2924,1362,2,499.0,216.51,0.0,5.0,1047.9,564.98
13197,2924,1443,3,599.0,328.89,10.0,5.0,1698.16,630.63
13198,2925,829,1,249.0,125.11,0.0,5.0,261.45,123.89
13199,2925,54,2,899.0,492.82,0.0,5.0,1887.9,812.36
13200,2925,671,1,699.0,312.27,0.0,5.0,733.95,386.73
13201,2925,245,2,799.0,379.38,0.0,5.0,1677.9,839.24
13202,2926,734,2,899.0,482.25,0.0,5.0,1887.9,833.5
13203,2926,1405,2,899.0,421.94,0.0,5.0,1887.9,954.12
13204,2926,1424,3,699.0,377.94,0.0,5.0,2201.85,963.18
13205,2926,143,3,299.0,137.46,0.0,5.0,941.85,484.62
13206,2926,1690,1,149.0,76.86,10.0,5.0,140.81,57.24
13207,2927,468,2,199.0,92.24,10.0,5.0,376.11,173.72
13208,2927,1554,1,999.0,528.52,0.0,5.0,1048.95,470.48
13209,2927,329,1,149.0,65.59,0.0,5.0,156.45,83.41
13210,2928,682,1,899.0,466.33,0.0,5.0,943.95,432.67
13211,2928,1966,3,399.0,190.33,0.0,5.0,1256.85,626.01
13212,2928,1799,3,599.0,251.67,0.0,5.0,1886.85,1041.99
13213,2928,278,1,199.0,87.38,0.0,5.0,208.95,111.62
13214,2928,1611,3,299.0,120.83,0.0,5.0,941.85,534.51
13215,2928,1322,1,799.0,380.87,0.0,5.0,838.95,418.13
13216,2929,196,2,249.0,136.37,0.0,5.0,522.9,225.26
13217,2929,913,1,799.0,354.19,0.0,5.0,838.95,444.81
13218,2929,147,1,599.0,241.92,0.0,5.0,628.95,357.08
13219,2929,1666,1,149.0,66.36,0.0,5.0,156.45,82.64
13220,2929,560,1,899.0,381.09,0.0,5.0,943.95,517.91
13221,2929,1245,3,799.0,423.85,0.0,5.0,2516.85,1125.45
13222,2929,969,3,899.0,490.96,10.0,5.0,2548.66,954.42
13223,2930,965,1,899.0,403.58,0.0,5.0,943.95,495.42
13224,2930,612,2,999.0,437.61,0.0,5.0,2097.9,1122.78
13225,2930,1865,1,399.0,194.66,0.0,5.0,418.95,204.34
13226,2931,870,1,199.0,82.53,0.0,5.0,208.95,116.47
13227,2931,1237,3,299.0,158.55,0.0,5.0,941.85,421.35
13228,2931,1635,3,199.0,84.28,0.0,5.0,626.85,344.16
13229,2932,1255,1,899.0,418.52,0.0,5.0,943.95,480.48
13230,2932,1025,1,499.0,223.79,0.0,5.0,523.95,275.21
13231,2932,738,1,999.0,439.59,0.0,5.0,1048.95,559.41
13232,2933,1356,3,899.0,361.43,0.0,5.0,2831.85,1612.71
13233,2933,207,1,399.0,193.75,0.0,5.0,418.95,205.25
13234,2933,1454,3,399.0,198.92,0.0,5.0,1256.85,600.24
13235,2933,17,1,249.0,134.2,0.0,5.0,261.45,114.8
13236,2933,118,3,599.0,295.6,0.0,5.0,1886.85,910.2
13237,2934,607,3,699.0,318.43,0.0,5.0,2201.85,1141.71
13238,2934,1668,1,599.0,258.82,0.0,5.0,628.95,340.18
13239,2934,603,1,249.0,134.05,0.0,5.0,261.45,114.95
13240,2934,1604,2,249.0,121.75,0.0,5.0,522.9,254.5
13241,2934,1683,3,299.0,148.09,0.0,5.0,941.85,452.73
13242,2934,1081,2,149.0,74.73,0.0,5.0,312.9,148.54
13243,2934,1131,3,249.0,115.98,0.0,5.0,784.35,399.06
13244,2935,1041,1,149.0,75.04,0.0,5.0,156.45,73.96
13245,2935,1031,2,199.0,94.92,10.0,5.0,376.11,168.36
13246,2935,1296,1,599.0,312.03,10.0,5.0,566.06,227.07
13247,2935,1349,2,499.0,264.72,0.0,5.0,1047.9,468.56
13248,2935,1632,3,899.0,386.36,0.0,5.0,2831.85,1537.92
13249,2935,1540,2,249.0,121.34,0.0,5.0,522.9,255.32
13250,2935,94,3,499.0,217.07,0.0,5.0,1571.85,845.79
13251,2936,483,2,149.0,63.25,10.0,5.0,281.61,141.7
13252,2936,192,3,599.0,305.97,0.0,5.0,1886.85,879.09
13253,2936,1167,2,599.0,270.74,0.0,5.0,1257.9,656.52
13254,2936,1260,1,499.0,210.43,0.0,5.0,523.95,288.57
13255,2936,225,3,899.0,411.79,10.0,5.0,2548.66,1191.93
13256,2936,816,2,399.0,212.86,0.0,5.0,837.9,372.28
13257,2936,1654,1,249.0,120.66,0.0,5.0,261.45,128.34
13258,2937,537,2,699.0,334.33,0.0,5.0,1467.9,729.34
13259,2937,332,3,79.0,35.79,0.0,5.0,248.85,129.63
13260,2937,1839,1,199.0,103.31,10.0,5.0,188.06,75.79
13261,2937,1503,2,79.0,36.98,0.0,5.0,165.9,84.04
13262,2937,444,2,299.0,163.37,0.0,5.0,627.9,271.26
13263,2938,1888,1,899.0,455.12,0.0,5.0,943.95,443.88
13264,2938,1447,1,299.0,144.33,10.0,5.0,282.56,124.77
13265,2939,1024,1,999.0,542.09,0.0,5.0,1048.95,456.91
13266,2939,1368,2,199.0,108.24,0.0,5.0,417.9,181.52
13267,2939,1212,1,399.0,207.57,0.0,5.0,418.95,191.43
13268,2939,267,3,149.0,80.45,10.0,5.0,422.42,160.95
13269,2939,1301,3,699.0,360.4,0.0,5.0,2201.85,1015.8
13270,2939,1385,3,599.0,298.25,0.0,5.0,1886.85,902.25
13271,2940,532,3,199.0,101.85,10.0,5.0,564.17,231.75
13272,2940,941,3,299.0,146.03,0.0,5.0,941.85,458.91
13273,2940,368,3,249.0,103.87,0.0,5.0,784.35,435.39
13274,2940,567,3,249.0,127.5,0.0,5.0,784.35,364.5
13275,2940,988,3,249.0,111.42,0.0,5.0,784.35,412.74
13276,2941,1014,1,899.0,462.3,0.0,5.0,943.95,436.7
13277,2941,882,3,599.0,290.85,0.0,5.0,1886.85,924.45
13278,2941,1025,3,499.0,223.79,0.0,5.0,1571.85,825.63
13279,2941,1868,3,999.0,500.39,0.0,5.0,3146.85,1495.83
13280,2941,529,1,799.0,421.7,10.0,5.0,755.06,297.4
13281,2942,62,1,699.0,330.52,0.0,5.0,733.95,368.48
13282,2942,1466,1,399.0,202.94,0.0,5.0,418.95,196.06
13283,2942,798,1,299.0,154.78,0.0,5.0,313.95,144.22
13284,2942,1897,1,799.0,406.93,0.0,5.0,838.95,392.07
13285,2942,1003,2,799.0,418.75,10.0,5.0,1510.11,600.7
13286,2943,1660,1,999.0,508.89,10.0,5.0,944.06,390.21
13287,2943,1754,3,199.0,101.95,10.0,5.0,564.17,231.45
13288,2943,445,1,299.0,163.05,0.0,5.0,313.95,135.95
13289,2943,1105,3,299.0,133.26,0.0,5.0,941.85,497.22
13290,2943,1416,1,299.0,159.81,0.0,5.0,313.95,139.19
13291,2944,508,1,399.0,169.47,0.0,5.0,418.95,229.53
13292,2944,1916,1,399.0,209.35,0.0,5.0,418.95,189.65
13293,2944,1228,1,249.0,128.4,0.0,5.0,261.45,120.6
13294,2945,1685,1,99.0,50.43,0.0,5.0,103.95,48.57
13295,2945,1284,1,299.0,133.64,0.0,5.0,313.95,165.36
13296,2946,1722,1,399.0,166.28,10.0,5.0,377.06,192.82
13297,2946,342,2,799.0,432.62,0.0,5.0,1677.9,732.76
13298,2946,424,3,249.0,126.16,0.0,5.0,784.35,368.52
13299,2946,1190,2,599.0,306.62,0.0,5.0,1257.9,584.76
13300,2946,1893,3,199.0,86.02,0.0,5.0,626.85,338.94
13301,2946,270,2,699.0,348.06,0.0,5.0,1467.9,701.88
13302,2946,841,3,199.0,81.78,0.0,5.0,626.85,351.66
13303,2947,1808,1,299.0,155.42,0.0,5.0,313.95,143.58
13304,2947,943,3,399.0,167.73,0.0,5.0,1256.85,693.81
13305,2947,1228,2,249.0,128.4,0.0,5.0,522.9,241.2
13306,2948,1233,2,149.0,61.77,10.0,5.0,281.61,144.66
13307,2948,816,2,399.0,212.86,0.0,5.0,837.9,372.28
13308,2948,1163,2,79.0,35.86,0.0,5.0,165.9,86.28
13309,2948,1350,1,499.0,214.86,0.0,5.0,523.95,284.14
13310,2948,1119,2,199.0,87.98,0.0,5.0,417.9,222.04
13311,2948,121,2,299.0,150.73,0.0,5.0,627.9,296.54
13312,2949,885,3,399.0,207.15,0.0,5.0,1256.85,575.55
13313,2949,131,2,249.0,126.95,10.0,5.0,470.61,194.3
13314,2949,80,1,799.0,373.31,0.0,5.0,838.95,425.69
13315,2950,1040,3,799.0,374.75,0.0,5.0,2516.85,1272.75
13316,2950,608,1,899.0,463.26,10.0,5.0,849.56,345.84
13317,2950,555,3,399.0,206.05,0.0,5.0,1256.85,578.85
13318,2950,756,2,499.0,200.51,0.0,5.0,1047.9,596.98
13319,2950,587,2,999.0,509.47,0.0,5.0,2097.9,979.06
13320,2950,1286,1,999.0,482.33,0.0,5.0,1048.95,516.67
13321,2951,1047,3,799.0,388.95,0.0,5.0,2516.85,1230.15
13322,2951,1143,1,499.0,251.38,0.0,5.0,523.95,247.62
13323,2951,819,1,499.0,268.68,0.0,5.0,523.95,230.32
13324,2951,1947,2,499.0,249.4,0.0,5.0,1047.9,499.2
13325,2951,1339,3,599.0,326.98,0.0,5.0,1886.85,816.06
13326,2951,235,3,149.0,63.99,0.0,5.0,469.35,255.03
13327,2951,236,3,399.0,197.96,0.0,5.0,1256.85,603.12
13328,2952,1931,2,249.0,108.14,0.0,5.0,522.9,281.72
13329,2952,105,2,249.0,113.11,0.0,5.0,522.9,271.78
13330,2952,1469,3,999.0,532.64,0.0,5.0,3146.85,1399.08
13331,2952,758,1,79.0,34.5,0.0,5.0,82.95,44.5
13332,2952,1335,2,599.0,257.75,0.0,5.0,1257.9,682.5
13333,2952,1359,3,199.0,84.21,0.0,5.0,626.85,344.37
13334,2953,489,3,599.0,290.05,0.0,5.0,1886.85,926.85
13335,2953,370,2,899.0,392.98,0.0,5.0,1887.9,1012.04
13336,2953,897,2,499.0,239.28,0.0,5.0,1047.9,519.44
13337,2953,1551,3,999.0,510.38,0.0,5.0,3146.85,1465.86
13338,2953,607,3,699.0,318.43,0.0,5.0,2201.85,1141.71
13339,2954,1041,2,149.0,75.04,10.0,5.0,281.61,118.12
13340,2954,825,2,699.0,360.37,0.0,5.0,1467.9,677.26
13341,2954,537,3,699.0,334.33,10.0,5.0,1981.66,884.31
13342,2954,630,1,899.0,431.83,0.0,5.0,943.95,467.17
13343,2955,23,2,399.0,194.25,0.0,5.0,837.9,409.5
13344,2955,813,1,199.0,96.85,0.0,5.0,208.95,102.15
13345,2955,822,3,249.0,109.88,10.0,5.0,705.92,342.66
13346,2955,1212,2,399.0,207.57,0.0,5.0,837.9,382.86
13347,2956,279,1,499.0,242.48,0.0,5.0,523.95,256.52
13348,2956,1695,2,499.0,252.09,10.0,5.0,943.11,394.02
13349,2956,1547,3,999.0,474.53,0.0,5.0,3146.85,1573.41
13350,2956,403,2,299.0,131.23,0.0,5.0,627.9,335.54
13351,2956,48,2,499.0,215.6,0.0,5.0,1047.9,566.8
13352,2956,1459,3,299.0,127.28,0.0,5.0,941.85,515.16
13353,2956,1915,3,999.0,457.86,0.0,5.0,3146.85,1623.42
13354,2957,446,2,899.0,383.25,0.0,5.0,1887.9,1031.5
13355,2957,523,3,199.0,108.9,0.0,5.0,626.85,270.3
13356,2957,1548,2,199.0,80.56,0.0,5.0,417.9,236.88
13357,2958,259,3,299.0,138.12,0.0,5.0,941.85,482.64
13358,2958,710,3,499.0,238.85,0.0,5.0,1571.85,780.45
13359,2958,1764,3,799.0,400.29,10.0,5.0,2265.16,956.43
