ReturnID,OrderID,ProductID,ReturnDate,Quantity,Reason,RefundAmount,Status
819,5944,1517,2025-11-27 14:16:00,1,Late Delivery,1023.24,Approved
820,5956,1726,2026-02-10 12:13:00,2,Not as Pictured,2092.45,Approved
821,5968,347,2025-10-02 18:59:00,4,Not as Pictured,1565.79,Approved
822,5969,537,2024-02-04 11:34:00,2,Wrong Size,1349.44,Approved
823,5974,1302,2025-12-16 14:11:00,1,Wrong Size,513.63,Approved
824,5975,910,2025-08-04 13:08:00,3,Late Delivery,2680.59,Approved
825,5979,1303,2026-05-21 10:42:00,1,Late Delivery,839.5,Approved
826,5984,1666,2024-05-26 14:12:00,1,Defective Item,772.75,Approved
827,5986,1273,2025-04-16 08:42:00,2,Defective Item,1024.97,Approved
828,5987,1523,2024-06-29 08:58:00,4,Changed Mind,1264.96,Approved
829,5999,1737,2025-12-24 12:02:00,1,Changed Mind,757.64,Approved
830,6017,1229,2024-09-05 14:20:00,1,Wrong Size,157.02,Approved
831,6018,624,2024-02-18 14:51:00,1,Late Delivery,982.68,Approved
832,6018,1237,2024-02-21 14:51:00,1,Defective Item,1269.36,Approved
833,6032,1102,2024-05-14 09:57:00,1,Wrong Size,608.87,Approved
834,6032,1176,2024-05-23 09:57:00,1,Wrong Size,153.23,Approved
835,6033,807,2026-06-12 13:39:00,3,Defective Item,1059.33,Approved
836,6038,1783,2025-01-03 21:13:00,1,Late Delivery,836.61,Approved
837,6045,1797,2025-07-11 18:48:00,1,Wrong Size,1388.8,Approved
838,6046,71,2024-04-24 13:03:00,2,Wrong Size,882.55,Approved
839,6064,1239,2026-01-18 19:12:00,3,Wrong Size,1964.78,Approved
840,6080,26,2025-03-17 19:04:00,1,Late Delivery,926.25,Approved
841,6087,367,2025-04-05 10:14:00,2,Not as Pictured,1661.31,Approved
842,6097,1246,2024-02-08 12:23:00,3,Defective Item,955.24,Approved
843,6098,1938,2026-06-01 16:59:00,1,Changed Mind,108.11,Approved
844,6099,1566,2026-01-29 08:20:00,1,Defective Item,615.0,Approved
845,6102,1018,2024-07-07 13:30:00,1,Late Delivery,504.93,Approved
846,6113,571,2024-07-20 16:56:00,2,Changed Mind,351.0,Approved
847,6119,224,2025-09-27 10:11:00,2,Wrong Size,2224.44,Approved
848,6120,159,2026-01-19 12:10:00,1,Late Delivery,230.21,Approved
849,6133,1869,2026-06-04 11:30:00,1,Not as Pictured,265.18,Approved
850,6139,646,2026-05-18 08:30:00,1,Late Delivery,1641.31,Approved
851,6144,737,2024-11-30 10:57:00,1,Changed Mind,650.78,Approved
852,6144,145,2024-11-25 10:57:00,1,Changed Mind,690.51,Approved
853,6144,1003,2024-11-29 10:57:00,3,Changed Mind,2328.92,Approved
854,6150,818,2026-04-25 21:36:00,2,Defective Item,1613.34,Approved
855,6180,891,2025-06-28 17:33:00,4,Not as Pictured,4266.32,Approved
856,6183,1475,2025-10-21 08:11:00,1,Late Delivery,184.73,Approved
857,6184,258,2026-01-07 16:46:00,2,Wrong Size,1068.1,Approved
858,6199,1028,2024-10-07 13:32:00,3,Late Delivery,1447.36,Approved
859,6205,1806,2024-01-14 14:31:00,4,Defective Item,301.06,Approved
860,6225,61,2025-05-14 15:12:00,1,Late Delivery,213.34,Approved
861,6249,832,2025-05-17 17:06:00,2,Defective Item,1685.97,Approved
862,6249,1530,2025-05-12 17:06:00,2,Wrong Size,784.21,Approved
863,6250,317,2024-07-18 15:22:00,1,Defective Item,722.03,Approved
864,6282,1050,2024-06-17 19:28:00,1,Defective Item,36.43,Approved
865,6285,580,2024-11-01 12:03:00,1,Defective Item,478.53,Approved
866,6326,1667,2025-02-04 13:24:00,1,Changed Mind,611.37,Approved
867,6333,829,2025-10-22 14:19:00,1,Late Delivery,872.7,Approved
868,6335,1135,2024-02-20 15:58:00,1,Not as Pictured,689.96,Approved
869,6336,1987,2026-05-30 18:41:00,1,Changed Mind,2213.93,Approved
870,6337,1996,2026-05-04 17:32:00,1,Not as Pictured,749.3,Approved
871,6342,561,2024-05-14 21:58:00,2,Not as Pictured,1918.5,Approved
872,6345,1654,2026-06-11 13:26:00,2,Wrong Size,338.51,Approved
873,6346,757,2025-01-09 12:20:00,3,Late Delivery,3265.61,Approved
874,6352,769,2026-01-24 12:32:00,3,Wrong Size,2491.27,Approved
875,6353,1612,2025-07-19 10:58:00,2,Late Delivery,1311.66,Approved
876,6365,1732,2026-01-24 18:06:00,4,Wrong Size,2251.62,Approved
877,6381,1513,2024-08-06 11:31:00,3,Changed Mind,265.63,Approved
878,6387,1669,2026-06-21 17:27:00,1,Defective Item,13.37,Approved
879,6388,1718,2026-01-16 20:02:00,4,Not as Pictured,2532.73,Approved
880,6394,297,2024-02-06 17:22:00,1,Wrong Size,87.35,Approved
881,6399,714,2025-07-31 18:09:00,2,Changed Mind,1177.65,Approved
882,6407,975,2024-09-16 21:27:00,1,Late Delivery,961.86,Approved
883,6409,224,2024-12-03 11:43:00,2,Late Delivery,1744.66,Approved
884,6426,749,2025-04-07 17:00:00,2,Changed Mind,1291.1,Approved
885,6432,1299,2024-09-23 08:28:00,2,Wrong Size,2211.91,Approved
886,6439,162,2026-02-18 08:03:00,2,Wrong Size,612.72,Approved
887,6439,1129,2026-02-15 08:03:00,1,Not as Pictured,420.9,Approved
888,6463,211,2024-10-03 10:31:00,3,Not as Pictured,40.86,Approved
889,6474,707,2024-06-06 08:31:00,1,Changed Mind,1880.08,Approved
890,6486,1909,2026-01-28 17:15:00,1,Defective Item,1376.89,Approved
891,6493,995,2026-02-27 12:28:00,3,Changed Mind,1654.84,Approved
892,6505,1482,2026-05-16 21:04:00,3,Defective Item,2748.25,Approved
893,6514,1732,2025-12-23 12:00:00,2,Wrong Size,956.94,Approved
894,6517,1394,2026-06-20 14:11:00,1,Changed Mind,342.73,Approved
895,6525,467,2025-05-07 11:12:00,2,Not as Pictured,447.26,Approved
896,6533,726,2024-04-16 15:21:00,2,Late Delivery,1296.37,Approved
897,6538,1782,2024-05-11 10:46:00,1,Changed Mind,565.07,Approved
898,6545,1936,2025-03-15 08:43:00,2,Wrong Size,1625.95,Approved
899,6555,2000,2025-05-16 09:58:00,3,Not as Pictured,1417.91,Approved
900,6573,612,2024-07-14 15:57:00,1,Not as Pictured,402.15,Approved
901,6574,1443,2025-12-12 08:33:00,1,Defective Item,455.04,Approved
902,6584,1874,2025-11-09 20:26:00,1,Changed Mind,143.77,Approved
903,6585,1897,2025-12-13 10:57:00,1,Wrong Size,327.37,Approved
904,6586,138,2025-03-20 12:05:00,1,Changed Mind,513.33,Approved
905,6588,703,2025-04-30 20:03:00,1,Defective Item,121.58,Approved
906,6589,516,2024-04-06 19:51:00,1,Late Delivery,154.82,Approved
907,6592,1396,2024-01-23 20:13:00,3,Changed Mind,461.48,Approved
908,6610,1120,2025-07-02 14:12:00,3,Defective Item,709.03,Approved
909,6615,1628,2024-09-07 13:33:00,2,Changed Mind,541.64,Approved
910,6621,1859,2025-11-28 21:48:00,1,Wrong Size,148.39,Approved
911,6627,660,2025-10-25 12:33:00,1,Late Delivery,1786.33,Approved
912,6633,1670,2024-08-18 20:28:00,2,Wrong Size,2153.84,Approved
913,6648,1711,2025-01-05 16:11:00,1,Late Delivery,1350.87,Approved
914,6653,1881,2025-08-12 21:44:00,2,Changed Mind,1717.31,Approved
915,6654,1708,2024-10-24 15:17:00,1,Late Delivery,1287.36,Approved
916,6656,1953,2024-06-05 20:20:00,2,Changed Mind,1842.41,Approved
917,6680,858,2024-10-31 12:03:00,2,Changed Mind,1614.9,Approved
918,6687,1796,2024-07-10 08:34:00,1,Late Delivery,445.7,Approved
919,6693,826,2025-03-28 19:13:00,2,Wrong Size,629.03,Approved
920,6696,158,2026-05-23 12:54:00,1,Defective Item,2325.42,Approved
921,6706,1520,2025-07-01 09:23:00,1,Defective Item,729.15,Approved
922,6739,1959,2026-02-07 10:53:00,2,Changed Mind,3618.64,Approved
923,6745,1226,2025-05-26 20:27:00,1,Defective Item,64.62,Approved
924,6754,824,2024-05-11 10:03:00,1,Wrong Size,691.72,Approved
925,6770,1437,2026-05-18 19:14:00,1,Late Delivery,852.01,Approved
926,6773,534,2024-12-15 09:31:00,3,Not as Pictured,2863.07,Approved
927,6777,956,2024-02-23 10:35:00,3,Late Delivery,1754.48,Approved
928,6779,1028,2024-03-03 09:00:00,1,Changed Mind,723.68,Approved
929,6801,876,2026-04-23 11:04:00,1,Wrong Size,1450.14,Approved
930,6808,1430,2024-11-13 15:00:00,1,Not as Pictured,402.11,Approved
931,6809,322,2024-12-19 11:00:00,2,Defective Item,1627.26,Approved
932,6814,1320,2026-03-20 15:06:00,2,Changed Mind,486.42,Approved
933,6819,983,2024-02-04 11:04:00,3,Defective Item,1650.35,Approved
934,6820,290,2025-10-18 11:23:00,4,Defective Item,675.28,Approved
935,6828,254,2026-06-26 14:28:00,1,Not as Pictured,267.7,Approved
936,6830,830,2025-05-27 08:40:00,1,Not as Pictured,542.61,Approved
937,6832,1328,2024-12-14 09:51:00,2,Changed Mind,232.89,Approved
938,6845,1236,2024-01-13 14:57:00,2,Wrong Size,1637.5,Approved
939,6848,1848,2026-03-20 15:54:00,1,Not as Pictured,373.39,Approved
940,6851,28,2024-02-11 21:06:00,4,Not as Pictured,182.53,Approved
941,6851,1197,2024-02-17 21:06:00,1,Changed Mind,760.02,Approved
942,6852,1787,2025-11-02 19:27:00,3,Changed Mind,1432.5,Approved
943,6854,1835,2025-03-19 11:00:00,1,Late Delivery,405.95,Approved
944,6856,954,2024-06-20 11:39:00,1,Not as Pictured,29.42,Approved
945,6859,276,2025-10-26 09:21:00,2,Defective Item,1067.02,Approved
946,6868,1932,2025-07-31 18:07:00,3,Not as Pictured,2262.37,Approved
947,6870,522,2024-03-05 09:45:00,2,Not as Pictured,1626.06,Approved
948,6882,1683,2024-10-22 18:43:00,1,Defective Item,148.79,Approved
949,6894,1142,2025-12-16 16:40:00,3,Changed Mind,37.98,Approved
950,6902,1111,2026-04-26 12:06:00,1,Late Delivery,31.17,Approved
951,6906,1085,2025-11-24 08:35:00,2,Wrong Size,300.43,Approved
952,6913,1045,2026-02-19 18:40:00,1,Wrong Size,235.79,Approved
953,6914,553,2026-01-21 10:33:00,3,Not as Pictured,2067.74,Approved
954,6923,967,2026-07-03 10:20:00,1,Defective Item,393.12,Approved
955,6929,1086,2024-10-08 19:46:00,2,Not as Pictured,1987.9,Approved
956,6933,71,2024-12-23 14:06:00,1,Changed Mind,441.27,Approved
957,6965,1134,2024-05-12 10:54:00,3,Not as Pictured,1716.67,Approved
958,6969,55,2024-09-02 08:46:00,1,Wrong Size,270.91,Approved
959,6971,1597,2024-09-09 11:32:00,1,Late Delivery,52.35,Approved
960,6977,1216,2025-08-22 18:49:00,2,Late Delivery,610.47,Approved
961,6995,358,2024-03-04 15:57:00,1,Late Delivery,1021.0,Approved
962,7009,451,2025-03-20 14:45:00,1,Late Delivery,268.5,Approved
963,7015,1046,2024-05-01 08:40:00,3,Not as Pictured,1236.92,Approved
964,7020,1362,2026-02-04 16:22:00,2,Wrong Size,942.19,Approved
965,7030,1408,2025-05-01 16:33:00,1,Late Delivery,432.56,Approved
966,7032,1967,2024-10-02 13:09:00,1,Wrong Size,560.53,Approved
967,7032,487,2024-09-28 13:09:00,2,Defective Item,1518.18,Approved
968,7035,928,2024-12-29 21:29:00,1,Changed Mind,634.56,Approved
969,7044,1985,2025-05-10 08:21:00,1,Not as Pictured,3293.56,Approved
970,7066,358,2025-11-10 10:10:00,1,Changed Mind,425.42,Approved
971,7066,1660,2025-11-01 10:10:00,1,Not as Pictured,809.17,Approved
972,7084,661,2024-11-23 09:53:00,1,Late Delivery,285.48,Approved
973,7101,569,2026-02-09 11:02:00,1,Late Delivery,2449.99,Approved
974,7110,120,2026-02-11 15:26:00,1,Wrong Size,349.21,Approved
975,7120,666,2025-10-17 18:33:00,4,Late Delivery,2168.29,Approved
976,7164,825,2024-09-16 21:08:00,1,Late Delivery,194.35,Approved
977,7172,272,2026-05-22 12:35:00,1,Changed Mind,562.37,Approved
978,7185,1111,2026-06-21 12:11:00,3,Late Delivery,88.3,Approved
979,7185,1823,2026-06-22 12:11:00,1,Defective Item,350.12,Approved
980,7195,231,2024-08-07 21:34:00,3,Wrong Size,2359.63,Approved
981,7202,1414,2026-04-07 12:23:00,1,Defective Item,1286.36,Approved
982,7229,1584,2025-06-16 12:52:00,3,Wrong Size,839.92,Approved
983,7243,235,2025-06-12 18:37:00,2,Late Delivery,2339.38,Approved
984,7246,801,2024-03-25 18:56:00,1,Defective Item,714.51,Approved
985,7250,1164,2024-11-14 20:11:00,3,Changed Mind,1883.7,Approved
986,7261,978,2025-02-09 13:13:00,3,Defective Item,1505.51,Approved
987,7273,646,2025-11-29 15:06:00,2,Late Delivery,2078.99,Approved
988,7285,1053,2024-09-06 14:56:00,2,Defective Item,1028.39,Approved
989,7293,116,2025-07-08 18:54:00,3,Not as Pictured,1098.1,Approved
990,7316,529,2025-04-08 13:41:00,1,Wrong Size,3411.67,Approved
991,7317,582,2026-06-04 20:07:00,4,Late Delivery,1869.29,Approved
992,7327,342,2026-06-06 08:54:00,1,Late Delivery,194.73,Approved
993,7331,144,2025-07-19 15:30:00,1,Defective Item,825.8,Approved
994,7333,952,2025-07-03 12:41:00,2,Late Delivery,514.68,Approved
995,7337,1572,2024-08-20 16:04:00,2,Wrong Size,355.47,Approved
996,7338,394,2024-04-16 11:23:00,1,Changed Mind,343.7,Approved
997,7346,108,2025-08-15 11:53:00,1,Late Delivery,451.94,Approved
998,7350,1992,2024-08-13 16:43:00,2,Defective Item,1159.04,Approved
999,7358,90,2025-11-02 18:23:00,2,Late Delivery,283.06,Approved
1000,7362,755,2024-12-16 09:47:00,3,Not as Pictured,992.1,Approved
1001,7366,361,2025-10-29 08:00:00,2,Changed Mind,755.64,Approved
1002,7367,1597,2024-07-28 13:23:00,1,Late Delivery,34.9,Approved
1003,7367,239,2024-07-28 13:23:00,2,Changed Mind,1652.99,Approved
1004,7367,1978,2024-07-22 13:23:00,1,Changed Mind,620.56,Approved
1005,7395,400,2025-10-11 13:50:00,1,Late Delivery,982.04,Approved
1006,7398,1112,2024-05-24 09:12:00,1,Wrong Size,194.37,Approved
1007,7404,995,2024-10-05 17:05:00,1,Not as Pictured,1323.87,Approved
1008,7406,1400,2026-02-13 17:01:00,3,Defective Item,1457.78,Approved
1009,7417,1867,2024-06-14 20:23:00,2,Defective Item,1800.29,Approved
1010,7418,431,2025-10-26 10:21:00,1,Defective Item,616.73,Approved
1011,7421,1734,2025-06-04 10:52:00,2,Late Delivery,372.58,Approved
1012,7428,98,2025-01-13 09:21:00,2,Late Delivery,1017.03,Approved
1013,7437,1314,2024-09-14 12:50:00,3,Defective Item,1686.56,Approved
1014,7466,608,2025-08-03 12:13:00,1,Late Delivery,665.28,Approved
1015,7470,1529,2024-07-03 20:00:00,1,Not as Pictured,1399.68,Approved
1016,7478,784,2025-12-14 15:15:00,3,Changed Mind,136.71,Approved
1017,7485,1161,2025-02-18 12:57:00,1,Late Delivery,227.3,Approved
1018,7488,639,2026-01-29 16:00:00,3,Late Delivery,106.64,Approved
1019,7499,267,2025-03-11 17:16:00,3,Not as Pictured,1925.72,Approved
1020,7499,138,2025-03-05 17:16:00,1,Wrong Size,1463.0,Approved
1021,7499,169,2025-03-07 17:16:00,1,Defective Item,1546.01,Approved
1022,7501,1656,2025-03-02 12:22:00,3,Late Delivery,621.43,Approved
1023,7507,1990,2024-08-29 19:57:00,1,Changed Mind,2557.79,Approved
1024,7508,888,2024-07-14 18:15:00,4,Defective Item,872.26,Approved
1025,7518,528,2024-08-25 21:54:00,1,Wrong Size,151.02,Approved
1026,7523,1580,2025-12-19 12:12:00,1,Changed Mind,2162.87,Approved
1027,7525,1035,2026-06-18 08:36:00,2,Defective Item,309.64,Approved
1028,7531,596,2025-08-15 17:53:00,3,Wrong Size,944.32,Approved
1029,7541,545,2025-03-13 09:58:00,3,Not as Pictured,4067.95,Approved
1030,7546,1247,2024-09-05 21:59:00,4,Wrong Size,1869.25,Approved
1031,7550,1535,2024-05-19 19:43:00,2,Defective Item,1268.8,Approved
1032,7553,1249,2025-08-05 13:03:00,1,Defective Item,827.5,Approved
1033,7572,1158,2025-10-17 12:51:00,1,Wrong Size,541.86,Approved
1034,7574,1210,2024-08-22 08:45:00,1,Changed Mind,699.77,Approved
1035,7578,1061,2024-06-20 11:59:00,2,Changed Mind,3113.72,Approved
1036,7580,1051,2026-01-06 18:54:00,2,Wrong Size,962.54,Approved
1037,7583,675,2026-02-25 15:33:00,1,Wrong Size,472.48,Approved
1038,7585,1973,2025-02-04 17:11:00,1,Defective Item,1296.16,Approved
1039,7591,1308,2025-11-30 21:00:00,1,Wrong Size,787.26,Approved
1040,7598,1739,2024-03-24 13:19:00,1,Changed Mind,1502.61,Approved
1041,7608,453,2025-10-07 14:00:00,1,Changed Mind,573.66,Approved
1042,7611,1166,2024-12-09 19:57:00,4,Late Delivery,389.59,Approved
1043,7611,999,2024-11-28 19:57:00,1,Wrong Size,282.95,Approved
1044,7616,1174,2024-07-09 13:55:00,1,Late Delivery,388.56,Approved
1045,7624,1658,2025-12-17 12:02:00,2,Defective Item,258.52,Approved
1046,7635,406,2025-11-29 17:04:00,2,Defective Item,468.34,Approved
1047,7640,199,2024-09-21 14:09:00,1,Changed Mind,702.09,Approved
1048,7648,169,2026-04-05 17:09:00,2,Wrong Size,1159.5,Approved
1049,7659,1957,2025-02-07 14:11:00,1,Late Delivery,781.47,Approved
1050,7663,1007,2024-07-25 14:20:00,4,Wrong Size,3910.33,Approved
1051,7666,1046,2024-07-09 08:59:00,2,Defective Item,824.62,Approved
1052,7668,1542,2025-06-14 13:23:00,1,Wrong Size,1060.88,Approved
1053,7672,1959,2026-03-26 13:26:00,2,Not as Pictured,2171.18,Approved
1054,7691,1341,2025-06-27 10:00:00,2,Late Delivery,655.7,Approved
1055,7697,1882,2026-03-08 15:50:00,2,Wrong Size,90.49,Approved
1056,7704,1219,2025-06-21 21:56:00,1,Late Delivery,285.1,Approved
1057,7746,1556,2026-04-12 19:32:00,2,Defective Item,328.94,Approved
1058,7748,1880,2024-09-12 14:39:00,4,Wrong Size,2678.64,Approved
1059,7749,1061,2025-03-27 19:29:00,2,Changed Mind,3113.72,Approved
1060,7750,1837,2025-12-05 15:57:00,3,Wrong Size,3088.01,Approved
1061,7760,1119,2025-12-02 08:57:00,1,Not as Pictured,75.59,Approved
1062,7775,1016,2026-04-22 08:12:00,1,Late Delivery,807.48,Approved
1063,7777,611,2025-05-08 11:57:00,2,Late Delivery,840.26,Approved
1064,7778,1454,2024-07-01 15:29:00,2,Not as Pictured,374.67,Approved
1065,7779,254,2025-01-31 11:39:00,2,Changed Mind,635.79,Approved
1066,7779,1289,2025-01-28 11:39:00,1,Defective Item,1052.81,Approved
1067,7783,681,2025-03-29 11:19:00,2,Changed Mind,421.26,Approved
1068,7789,1309,2026-02-15 20:34:00,2,Changed Mind,222.96,Approved
1069,7795,1426,2026-05-14 18:57:00,2,Defective Item,591.93,Approved
1070,7808,1276,2026-03-19 19:21:00,1,Wrong Size,482.91,Approved
1071,7821,530,2024-03-10 13:10:00,3,Not as Pictured,2204.01,Approved
1072,7838,1884,2024-08-09 16:00:00,3,Changed Mind,1822.94,Approved
1073,7839,1934,2024-07-27 14:57:00,1,Changed Mind,597.88,Approved
1074,7872,1439,2024-02-04 18:06:00,1,Late Delivery,329.7,Approved
1075,7872,875,2024-02-07 18:06:00,2,Defective Item,530.09,Approved
1076,7873,1308,2024-11-10 08:48:00,4,Wrong Size,874.73,Approved
1077,7874,919,2024-06-19 10:47:00,1,Wrong Size,1044.12,Approved
1078,7886,1452,2026-04-18 09:53:00,1,Late Delivery,316.02,Approved
1079,7888,1559,2024-08-17 17:41:00,1,Not as Pictured,1922.98,Approved
1080,7902,485,2026-02-10 13:00:00,2,Defective Item,2169.18,Approved
1081,7909,979,2026-05-26 10:35:00,1,Not as Pictured,204.96,Approved
1082,7917,1023,2025-08-21 19:23:00,1,Changed Mind,571.08,Approved
1083,7918,1171,2025-05-14 16:14:00,1,Defective Item,437.99,Approved
1084,7921,594,2024-12-28 16:43:00,1,Changed Mind,432.12,Approved
1085,7945,1362,2025-03-21 16:21:00,2,Defective Item,1108.45,Approved
1086,7969,1261,2024-09-14 17:01:00,3,Defective Item,2526.38,Approved
1087,7982,349,2024-04-24 09:47:00,1,Defective Item,1795.0,Approved
1088,7982,1109,2024-04-24 09:47:00,2,Defective Item,2861.42,Approved
1089,7983,527,2024-07-18 09:39:00,1,Late Delivery,469.6,Approved
1090,7984,1898,2024-01-25 17:10:00,1,Changed Mind,2649.91,Approved
1091,8003,65,2025-03-09 13:11:00,2,Not as Pictured,1180.26,Approved
1092,8013,1775,2025-02-17 18:20:00,3,Changed Mind,2150.99,Approved
1093,8017,1183,2024-03-24 11:49:00,1,Defective Item,109.05,Approved
1094,8019,614,2024-02-04 09:25:00,4,Changed Mind,2336.67,Approved
1095,8019,1707,2024-02-04 09:25:00,3,Changed Mind,194.32,Approved
1096,8022,1050,2025-08-20 20:33:00,1,Defective Item,38.35,Approved
1097,8042,1278,2024-10-29 08:17:00,1,Changed Mind,334.68,Approved
1098,8062,1894,2026-02-06 14:40:00,1,Not as Pictured,671.81,Approved
1099,8079,1272,2025-06-24 14:18:00,3,Not as Pictured,2865.58,Approved
1100,8080,1244,2025-08-19 19:51:00,1,Not as Pictured,543.78,Approved
1101,8098,1054,2024-05-05 17:40:00,2,Late Delivery,1016.37,Approved
1102,8099,1117,2026-06-05 14:05:00,4,Late Delivery,1697.56,Approved
1103,8114,1253,2026-05-23 16:26:00,1,Wrong Size,665.66,Approved
1104,8120,1320,2024-03-26 17:37:00,2,Wrong Size,486.42,Approved
1105,8124,967,2025-10-12 17:09:00,3,Defective Item,1244.88,Approved
1106,8166,136,2025-10-26 08:30:00,1,Not as Pictured,1897.89,Approved
1107,8171,1358,2025-11-06 12:34:00,4,Late Delivery,1954.14,Approved
1108,8182,1875,2025-02-10 21:15:00,4,Late Delivery,2971.71,Approved
1109,8187,1242,2024-06-01 10:57:00,3,Late Delivery,50.43,Approved
1110,8193,1326,2024-03-12 16:22:00,2,Late Delivery,2039.75,Approved
1111,8193,1367,2024-03-11 16:22:00,1,Late Delivery,152.91,Approved
1112,8194,1153,2024-09-02 14:18:00,1,Late Delivery,567.12,Approved
1113,8200,1186,2024-02-09 19:37:00,4,Wrong Size,1328.0,Approved
1114,8229,700,2025-01-23 12:54:00,1,Defective Item,788.49,Approved
1115,8241,1770,2024-09-10 08:55:00,1,Wrong Size,539.78,Approved
1116,8245,425,2024-01-13 19:26:00,2,Late Delivery,29.51,Approved
1117,8261,1693,2026-07-09 12:43:00,2,Late Delivery,680.27,Approved
1118,8270,242,2024-02-22 08:53:00,1,Not as Pictured,1765.98,Approved
1119,8274,1637,2025-04-29 08:54:00,1,Defective Item,100.79,Approved
1120,8278,670,2024-11-13 09:08:00,2,Late Delivery,496.89,Approved
1121,8279,1227,2024-08-28 14:32:00,2,Late Delivery,1760.68,Approved
1122,8281,1787,2026-02-22 20:18:00,3,Late Delivery,1685.29,Approved
1123,8283,213,2026-06-14 18:59:00,2,Defective Item,2364.45,Approved
1124,8284,1538,2024-07-06 14:34:00,2,Changed Mind,446.58,Approved
1125,8290,551,2024-11-02 21:42:00,1,Late Delivery,376.8,Approved
1126,8291,1744,2026-03-16 19:23:00,2,Defective Item,2462.09,Approved
1127,8297,873,2024-09-03 11:53:00,3,Defective Item,474.89,Approved
1128,8328,533,2025-01-21 15:31:00,1,Changed Mind,2347.21,Approved
1129,8328,1719,2025-01-20 15:31:00,1,Late Delivery,3238.83,Approved
1130,8330,1800,2024-06-08 12:44:00,2,Not as Pictured,791.23,Approved
1131,8340,802,2024-08-31 21:00:00,1,Defective Item,145.49,Approved
1132,8343,941,2025-11-08 10:54:00,1,Wrong Size,1092.4,Approved
1133,8345,1864,2024-07-06 08:02:00,2,Not as Pictured,2251.46,Approved
1134,8346,1109,2025-06-02 20:06:00,2,Not as Pictured,1510.2,Approved
1135,8349,884,2024-02-17 14:00:00,2,Changed Mind,359.0,Approved
1136,8351,1312,2024-09-18 13:59:00,2,Defective Item,1481.19,Approved
1137,8353,1991,2024-03-15 13:56:00,4,Late Delivery,982.21,Approved
1138,8365,1289,2025-10-19 14:23:00,2,Changed Mind,1052.81,Approved
1139,8377,86,2024-03-03 10:20:00,1,Wrong Size,1508.72,Approved
1140,8390,1849,2024-10-22 08:54:00,1,Late Delivery,1127.99,Approved
1141,8396,1046,2026-05-22 16:34:00,2,Wrong Size,776.11,Approved
1142,8397,677,2024-05-31 10:18:00,1,Late Delivery,1448.62,Approved
1143,8406,58,2024-06-03 09:53:00,2,Defective Item,1165.31,Approved
1144,8411,196,2026-03-06 21:31:00,2,Defective Item,1414.76,Approved
1145,8417,1398,2026-03-11 16:11:00,1,Changed Mind,108.57,Approved
1146,8422,778,2024-08-14 18:59:00,1,Not as Pictured,1144.99,Approved
1147,8429,1468,2024-11-09 11:11:00,1,Late Delivery,1259.78,Approved
1148,8443,1782,2025-07-02 12:37:00,1,Not as Pictured,452.05,Approved
1149,8445,22,2026-06-28 11:14:00,4,Defective Item,3124.42,Approved
1150,8449,638,2025-03-27 09:49:00,1,Defective Item,1052.99,Approved
1151,8452,1480,2024-05-03 17:50:00,1,Wrong Size,438.33,Approved
1152,8467,1907,2025-03-22 08:35:00,1,Wrong Size,2064.51,Approved
1153,8471,1280,2024-11-25 09:30:00,3,Wrong Size,1430.98,Approved
1154,8485,1591,2026-02-10 17:06:00,1,Wrong Size,2007.88,Approved
1155,8486,369,2026-04-10 08:40:00,2,Wrong Size,2209.57,Approved
1156,8494,593,2026-04-03 17:47:00,1,Not as Pictured,235.23,Approved
1157,8497,1742,2024-01-24 10:08:00,1,Defective Item,22.71,Approved
1158,8529,189,2026-02-28 21:06:00,2,Defective Item,1347.92,Approved
1159,8536,1013,2025-08-01 12:28:00,1,Changed Mind,1572.31,Approved
1160,8536,1418,2025-08-06 12:28:00,1,Late Delivery,933.18,Approved
1161,8539,1948,2024-03-26 10:09:00,2,Late Delivery,1307.01,Approved
1162,8542,1635,2024-11-12 20:57:00,1,Late Delivery,190.01,Approved
1163,8544,398,2026-01-15 13:15:00,1,Late Delivery,242.9,Approved
1164,8546,915,2024-02-20 19:59:00,1,Not as Pictured,941.48,Approved
1165,8550,860,2026-06-21 08:56:00,1,Wrong Size,780.44,Approved
1166,8559,133,2024-09-08 16:12:00,1,Wrong Size,554.37,Approved
1167,8566,616,2026-03-16 10:41:00,3,Changed Mind,2135.92,Approved
1168,8571,1406,2025-06-08 20:00:00,1,Changed Mind,561.71,Approved
1169,8579,772,2025-02-13 17:51:00,1,Wrong Size,524.57,Approved
1170,8590,749,2025-03-29 12:20:00,3,Changed Mind,1936.65,Approved
1171,8595,1258,2024-02-08 13:16:00,1,Wrong Size,1539.69,Approved
1172,8614,591,2025-08-18 11:21:00,2,Late Delivery,2983.01,Approved
1173,8614,897,2025-08-23 11:21:00,4,Defective Item,1168.9,Approved
1174,8622,1840,2025-01-17 16:24:00,1,Changed Mind,845.72,Approved
1175,8641,1615,2026-01-13 10:25:00,3,Changed Mind,1195.65,Approved
1176,8645,1476,2025-08-25 17:07:00,3,Late Delivery,42.06,Approved
1177,8651,458,2025-05-31 19:22:00,1,Not as Pictured,981.71,Approved
1178,8670,484,2024-04-13 15:49:00,1,Defective Item,617.63,Approved
1179,8678,1943,2024-12-07 17:12:00,1,Changed Mind,574.22,Approved
1180,8697,1337,2026-04-24 19:44:00,1,Defective Item,463.1,Approved
1181,8705,365,2025-11-04 11:02:00,2,Wrong Size,710.83,Approved
